edge_key, edge_count
(39->27), 1
(27->36), 2
(36->40), 1
(40->25), 1
(25->17), 14
(17->14), 1
(14->8), 1
(8->42), 2
(42->20), 1
(20->6), 1
(6->35), 1
(35->3), 1
(3->1), 1
(1->32), 3
(32->22), 1
(22->2), 1
(2->16), 1
(16->33), 2
(33->37), 1
(37->18), 1
(18->19), 1
(19->24), 1
(24->9), 1
(9->29), 2
(29->10), 1
(10->13), 1
(13->30), 7
(30->4), 1
(4->43), 1
(43->11), 1
(11->44), 2
(44->15), 2
(15->31), 1
(31->23), 2
(23->7), 3
(7->5), 1
(5->28), 1
(28->38), 1
(38->26), 1
(26->21), 1
(21->12), 1
(12->34), 2
(34->41), 1
(41->39), 1
(5->21), 1
(21->24), 1
(24->4), 1
(4->38), 1
(38->27), 1
(27->8), 1
(8->17), 1
(17->37), 1
(37->9), 1
(29->18), 1
(18->13), 1
(30->22), 1
(22->10), 1
(10->19), 1
(19->12), 1
(12->33), 1
(33->44), 1
(15->43), 6
(43->41), 2
(41->36), 1
(36->16), 1
(16->25), 1
(25->34), 1
(34->2), 1
(2->35), 1
(35->39), 1
(39->40), 1
(40->23), 1
(23->31), 5
(31->42), 1
(42->3), 1
(3->6), 2
(6->20), 1
(20->1), 2
(32->14), 1
(14->7), 1
(7->26), 2
(26->28), 1
(28->11), 1
(11->5), 1
(37->41), 1
(41->26), 1
(26->31), 1
(31->14), 1
(14->2), 1
(2->18), 1
(18->33), 1
(33->23), 1
(7->16), 16
(16->5), 1
(5->8), 2
(42->36), 1
(36->15), 1
(15->3), 1
(3->30), 1
(30->20), 1
(20->10), 1
(10->39), 1
(39->38), 1
(38->34), 1
(34->24), 1
(24->19), 1
(19->25), 1
(25->35), 1
(35->17), 2
(17->12), 1
(12->28), 1
(28->4), 5
(4->21), 1
(21->11), 1
(44->6), 1
(6->9), 1
(9->43), 1
(43->40), 15
(40->27), 1
(27->22), 1
(22->13), 1
(13->1), 9
(32->29), 1
(29->37), 1
(32->10), 1
(10->42), 5
(42->40), 1
(40->44), 1
(44->34), 1
(34->14), 1
(14->12), 3
(12->16), 1
(16->20), 1
(20->30), 1
(30->1), 6
(1->38), 1
(38->39), 1
(39->19), 1
(19->13), 1
(13->36), 1
(36->5), 1
(5->24), 1
(24->33), 1
(33->11), 1
(11->7), 1
(26->15), 1
(15->18), 1
(18->27), 1
(27->35), 1
(17->29), 1
(29->9), 1
(9->25), 1
(25->31), 1
(31->4), 1
(4->3), 2
(6->22), 1
(22->37), 2
(37->21), 1
(21->41), 1
(41->8), 15
(8->28), 1
(28->23), 1
(23->2), 1
(2->43), 1
(43->32), 2
(5->32), 14
(32->23), 15
(23->26), 14
(26->27), 15
(27->10), 15
(10->9), 14
(9->1), 2
(1->34), 2
(34->18), 14
(18->35), 15
(35->43), 14
(40->38), 15
(38->33), 15
(33->6), 15
(6->39), 15
(39->29), 1
(29->2), 15
(2->14), 15
(14->19), 15
(19->28), 15
(28->22), 14
(22->20), 13
(20->4), 13
(3->31), 1
(31->7), 15
(16->15), 15
(15->17), 2
(17->11), 15
(11->24), 15
(24->25), 2
(25->44), 2
(44->12), 15
(12->30), 10
(30->13), 4
(13->37), 3
(37->36), 15
(36->21), 6
(21->42), 9
(42->41), 15
(8->5), 14
(39->3), 14
(3->29), 14
(4->31), 14
(9->34), 13
(28->1), 1
(1->22), 2
(22->4), 3
(15->25), 13
(24->44), 13
(13->20), 1
(20->37), 2
(12->13), 5
(1->21), 11
(21->37), 5
(36->42), 5
(28->20), 1
(8->43), 1
(41->40), 1
(30->37), 6
(36->13), 6
(21->18), 1
(35->42), 1
(42->26), 1
(10->34), 1
(34->9), 1
(9->32), 1
(23->5), 1
(16->6), 2
(6->18), 4
(18->23), 4
(31->38), 4
(38->5), 5
(5->20), 5
(20->33), 4
(33->3), 5
(3->22), 2
(22->41), 1
(41->37), 3
(37->2), 2
(2->36), 2
(36->25), 2
(25->27), 5
(27->7), 2
(7->35), 2
(35->40), 2
(40->39), 5
(39->14), 5
(14->34), 2
(34->26), 2
(26->11), 1
(11->9), 2
(9->24), 2
(24->29), 2
(29->19), 5
(19->8), 2
(8->13), 2
(1->12), 2
(12->17), 1
(17->21), 3
(21->30), 2
(30->28), 4
(4->10), 3
(42->15), 2
(32->44), 3
(44->16), 2
(3->38), 1
(37->25), 3
(27->28), 1
(4->2), 1
(2->44), 1
(44->30), 1
(30->17), 1
(17->36), 2
(21->35), 3
(35->10), 1
(41->31), 1
(7->1), 1
(1->40), 3
(14->26), 1
(26->29), 1
(19->15), 1
(43->12), 1
(12->24), 1
(24->34), 1
(34->32), 3
(32->9), 2
(9->11), 1
(11->18), 1
(18->8), 1
(8->6), 3
(6->13), 1
(13->16), 3
(3->11), 1
(11->22), 1
(26->41), 1
(41->17), 1
(43->9), 1
(12->32), 1
(16->8), 2
(3->10), 1
(10->22), 1
(22->11), 1
(11->26), 1
(26->2), 2
(2->41), 2
(27->17), 1
(35->30), 2
(4->42), 1
(42->7), 2
(7->15), 2
(43->29), 2
(19->1), 2
(9->44), 1
(44->24), 2
(24->13), 2
(22->26), 1
(36->17), 1
(12->11), 1
